mdot,F,nchannels,tau
0.1280327515597102,6.598535524380513e-10,280,9.186864624543919
0.1280327515597102,9.243002891546002e-10,280,9.186864624543919
0.1280327515597102,1.158656555769695e-09,280,9.186864624543919
0.1280327515597102,1.3694727939804302e-09,280,9.186864624543919
0.1280327515597102,1.5629550523532195e-09,280,9.186864624543919
0.1280327515597102,1.7414404565942806e-09,280,9.186864624543919
0.1280327515597102,1.907202767202877e-09,280,9.186864624543919
0.1280327515597102,2.060276605257236e-09,280,9.186864624543919
0.1280327515597102,2.205037622327817e-09,280,9.186864624543919
0.1280327515597102,2.3406508226560043e-09,280,9.186864624543919
0.1280327515597102,2.467638598921257e-09,280,9.186864624543919
0.1280327515597102,2.588999843159524e-09,280,9.186864624543919
0.1280327515597102,2.7006806689620315e-09,280,9.186864624543919
0.1280327515597102,2.8061045645203742e-09,280,9.186864624543919
0.1280327515597102,2.9033180594303868e-09,280,9.186864624543919
0.1280327515597102,2.993313719089977e-09,280,9.186864624543919
0.1280327515597102,3.0747269498485962e-09,280,9.186864624543919
0.1280327515597102,3.147249260609728e-09,280,9.186864624543919
0.1280327515597102,3.209790315490373e-09,280,9.186864624543919
0.1280327515597102,3.266349866344599e-09,280,9.186864624543919
0.1280327515597102,3.3154972232605106e-09,280,9.186864624543919
0.1280327515597102,3.3553316674728623e-09,280,9.186864624543919
0.1280327515597102,3.3836116059853434e-09,280,9.186864624543919
0.1280327515597102,3.4050882941640395e-09,280,9.186864624543919
0.1280327515597102,3.4194865439768797e-09,280,9.186864624543919
0.1280327515597102,3.4203685572356766e-09,280,9.186864624543919
0.1280327515597102,3.412736604133868e-09,280,9.186864624543919
0.1280327515597102,3.3947089506317967e-09,280,9.186864624543919
0.1280327515597102,3.369943589955951e-09,280,9.186864624543919
0.1280327515597102,3.3345045959852845e-09,280,9.186864624543919
0.1280327515597102,3.2910481960103176e-09,280,9.186864624543919
0.1280327515597102,3.2393699910602626e-09,280,9.186864624543919
0.1280327515597102,3.1782866185948042e-09,280,9.186864624543919
0.1280327515597102,3.1087995807364336e-09,280,9.186864624543919
0.1280327515597102,3.031541094571049e-09,280,9.186864624543919
0.1280327515597102,2.945183258018564e-09,280,9.186864624543919
0.1280327515597102,2.849552420556691e-09,280,9.186864624543919
0.1280327515597102,2.7487072589710054e-09,280,9.186864624543919
0.1280327515597102,2.6391539962921674e-09,280,9.186864624543919
0.1280327515597102,2.5199072040577946e-09,280,9.186864624543919
0.1280327515597102,2.3949401530822115e-09,280,9.186864624543919
0.1280327515597102,2.2612956654631716e-09,280,9.186864624543919
0.1280327515597102,2.1172726634321857e-09,280,9.186864624543919
0.1280327515597102,1.9619816038752725e-09,280,9.186864624543919
0.1280327515597102,1.7951638206395025e-09,280,9.186864624543919
0.1280327515597102,1.6165412819684204e-09,280,9.186864624543919
0.1280327515597102,1.420773462719538e-09,280,9.186864624543919
0.1280327515597102,1.2047028434771023e-09,280,9.186864624543919
0.1280327515597102,9.664619669248738e-10,280,9.186864624543919
0.1280327515597102,7.006532782391998e-10,280,9.186864624543919
