mdot,F,nchannels,tau
0.27219892743028634,6.457481284614283e-11,16,4.3208797310370235
0.27219892743028634,8.697017313377134e-11,16,4.3208797310370235
0.27219892743028634,1.0672991164877322e-10,16,4.3208797310370235
0.27219892743028634,1.2526663723160456e-10,16,4.3208797310370235
0.27219892743028634,1.4247527856281745e-10,16,4.3208797310370235
0.27219892743028634,1.584612133082881e-10,16,4.3208797310370235
0.27219892743028634,1.7269651911905558e-10,16,4.3208797310370235
0.27219892743028634,1.8633634939743945e-10,16,4.3208797310370235
0.27219892743028634,1.9925132118690985e-10,16,4.3208797310370235
0.27219892743028634,2.1155078242476387e-10,16,4.3208797310370235
0.27219892743028634,2.234419280306256e-10,16,4.3208797310370235
0.27219892743028634,2.3391035613329457e-10,16,4.3208797310370235
0.27219892743028634,2.4424121440140394e-10,16,4.3208797310370235
0.27219892743028634,2.536643429654898e-10,16,4.3208797310370235
0.27219892743028634,2.625495177354398e-10,16,4.3208797310370235
0.27219892743028634,2.707104832738621e-10,16,4.3208797310370235
0.27219892743028634,2.7797731854400936e-10,16,4.3208797310370235
0.27219892743028634,2.841758912447101e-10,16,4.3208797310370235
0.27219892743028634,2.903910438975648e-10,16,4.3208797310370235
0.27219892743028634,2.9590416929526564e-10,16,4.3208797310370235
0.27219892743028634,3.001632729307693e-10,16,4.3208797310370235
0.27219892743028634,3.0344905354430853e-10,16,4.3208797310370235
0.27219892743028634,3.0605481564910717e-10,16,4.3208797310370235
0.27219892743028634,3.0799020794984086e-10,16,4.3208797310370235
0.27219892743028634,3.0846922010074823e-10,16,4.3208797310370235
0.27219892743028634,3.085956980006154e-10,16,4.3208797310370235
0.27219892743028634,3.081593070188743e-10,16,4.3208797310370235
0.27219892743028634,3.0660534485238666e-10,16,4.3208797310370235
0.27219892743028634,3.0450102733471816e-10,16,4.3208797310370235
0.27219892743028634,3.011660189275821e-10,16,4.3208797310370235
0.27219892743028634,2.973487694349374e-10,16,4.3208797310370235
0.27219892743028634,2.923349879832506e-10,16,4.3208797310370235
0.27219892743028634,2.8705544049735076e-10,16,4.3208797310370235
0.27219892743028634,2.8032476701176265e-10,16,4.3208797310370235
0.27219892743028634,2.7378276176537197e-10,16,4.3208797310370235
0.27219892743028634,2.665875227396378e-10,16,4.3208797310370235
0.27219892743028634,2.579281018668704e-10,16,4.3208797310370235
0.27219892743028634,2.4831011314806404e-10,16,4.3208797310370235
0.27219892743028634,2.386102425606309e-10,16,4.3208797310370235
0.27219892743028634,2.2799507449881302e-10,16,4.3208797310370235
0.27219892743028634,2.1681995638553995e-10,16,4.3208797310370235
0.27219892743028634,2.0445201032357539e-10,16,4.3208797310370235
0.27219892743028634,1.9190473268311757e-10,16,4.3208797310370235
0.27219892743028634,1.7788674792726844e-10,16,4.3208797310370235
0.27219892743028634,1.6298054469258167e-10,16,4.3208797310370235
0.27219892743028634,1.4742536315024205e-10,16,4.3208797310370235
0.27219892743028634,1.2960489420858803e-10,16,4.3208797310370235
0.27219892743028634,1.1043736279659261e-10,16,4.3208797310370235
0.27219892743028634,8.930286842199637e-11,16,4.3208797310370235
0.27219892743028634,6.574770296575636e-11,16,4.3208797310370235
