mdot,F,nchannels,tau
11.228106840241653,1.68694700014845e-10,1,13.136587972469712
11.228106840241653,1.68694700014845e-10,1,13.136587972469712
11.228106840241653,1.68694700014845e-10,1,13.136587972469712
11.228106840241653,1.68694700014845e-10,1,13.136587972469712
11.228106840241653,1.6869470001484493e-10,1,13.136587972469712
11.228106840241653,1.686947000148451e-10,1,13.136587972469712
11.228106840241653,1.686947000148451e-10,1,13.136587972469712
11.228106840241653,1.6869470001484493e-10,1,13.136587972469712
11.228106840241653,1.6869470001484493e-10,1,13.136587972469712
11.228106840241653,1.6869470001484493e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484493e-10,1,13.136587972469712
11.228106840241653,1.6869470001484493e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484467e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484467e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484467e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484467e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484467e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484418e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484418e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484418e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484418e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
11.228106840241653,1.6869470001484522e-10,1,13.136587972469712
